tenure,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,tech_support,online_security,streaming_services,churn
61,47.49,2928.13,7,Month-to-month,Fiber optic,Credit card,Yes,No,No,0
50,23.28,1204.25,0,Month-to-month,DSL,Electronic check,No,No,No,0
67,62.03,4151.14,10,One year,Fiber optic,Bank transfer,Yes,No,Yes,0
62,109.51,6828.56,8,Month-to-month,DSL,Credit card,No,Yes,Yes,0
58,118.27,6829.93,10,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
33,83.7,2740.97,7,Two year,Fiber optic,Mailed check,Yes,Yes,Yes,0
16,36.16,512.94,8,Month-to-month,No,Bank transfer,No,No,No,1
48,110.58,5319.91,8,One year,Fiber optic,Credit card,No,No,Yes,0
10,71.62,732.46,10,Two year,Fiber optic,Electronic check,Yes,No,No,1
38,35.37,1403.02,5,Month-to-month,No,Mailed check,No,No,Yes,1
19,112.17,2170.79,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
36,95.75,3432.76,0,Two year,No,Credit card,Yes,No,Yes,0
59,93.17,5438.12,10,One year,DSL,Bank transfer,No,No,Yes,0
63,90.92,5749.6,7,Month-to-month,No,Credit card,No,Yes,Yes,0
46,40.03,1896.92,9,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
3,41.1,161.06,2,One year,No,Electronic check,No,No,No,1
65,88.83,5828.17,6,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,0
8,41.97,325.17,9,Month-to-month,DSL,Electronic check,Yes,Yes,No,1
51,63.87,3234.04,5,Two year,DSL,Electronic check,No,No,No,0
6,98.2,552.35,2,Month-to-month,DSL,Mailed check,No,No,Yes,1
39,98.4,3834.81,5,Two year,Fiber optic,Electronic check,Yes,No,No,1
60,65.33,3915.87,2,One year,Fiber optic,Electronic check,No,No,Yes,0
28,99.22,2788.49,8,Month-to-month,No,Electronic check,Yes,Yes,No,1
54,103.86,5601.98,0,One year,Fiber optic,Credit card,No,No,No,1
37,85.48,3156.08,7,Month-to-month,DSL,Credit card,No,No,No,1
9,42.84,346.73,4,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
56,47.4,2701.48,3,Month-to-month,DSL,Bank transfer,No,No,No,0
59,51.48,3041.15,0,One year,No,Bank transfer,No,No,No,0
2,31.68,54.64,8,One year,Fiber optic,Mailed check,Yes,No,Yes,1
61,47.32,2849.15,8,Two year,Fiber optic,Electronic check,No,No,Yes,0
58,40.95,2308.5,4,Two year,DSL,Electronic check,Yes,No,No,0
60,65.53,3997.2,10,Month-to-month,DSL,Electronic check,No,No,No,1
40,110.84,4461.33,8,One year,Fiber optic,Credit card,No,Yes,No,1
36,30.45,1015.0,9,Month-to-month,Fiber optic,Electronic check,No,No,No,1
37,92.03,3443.27,8,Month-to-month,No,Mailed check,No,Yes,No,1
18,88.73,1643.26,6,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
63,29.58,1869.76,7,One year,No,Electronic check,Yes,No,No,0
22,112.26,2549.63,0,Month-to-month,No,Electronic check,Yes,No,No,1
11,76.85,856.19,3,Month-to-month,DSL,Credit card,No,No,Yes,1
58,56.37,3198.62,9,Month-to-month,No,Credit card,No,Yes,Yes,1
57,95.65,5470.31,9,Month-to-month,DSL,Bank transfer,Yes,No,No,0
4,45.74,195.2,3,Two year,Fiber optic,Bank transfer,No,Yes,No,1
7,89.35,595.29,8,Two year,Fiber optic,Electronic check,No,Yes,No,1
61,23.97,1490.85,2,One year,Fiber optic,Mailed check,No,No,Yes,0
54,103.94,5529.38,9,One year,DSL,Credit card,No,No,No,0
68,64.82,4457.29,9,One year,Fiber optic,Bank transfer,No,No,No,0
1,83.67,39.76,0,One year,No,Electronic check,No,Yes,Yes,1
55,42.12,2267.35,10,One year,No,Mailed check,Yes,No,Yes,0
3,87.71,257.44,4,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
38,97.22,3716.01,6,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
1,67.32,75.52,3,Month-to-month,No,Electronic check,Yes,No,No,1
38,81.77,3070.13,8,Month-to-month,No,Electronic check,No,Yes,Yes,1
29,65.63,1877.97,5,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,1
5,109.41,490.4,5,One year,DSL,Credit card,No,No,No,1
21,69.79,1454.36,2,One year,No,Credit card,Yes,Yes,No,0
71,104.18,7450.53,9,Month-to-month,No,Credit card,Yes,Yes,No,0
67,100.14,6709.17,9,Month-to-month,DSL,Bank transfer,No,No,No,1
47,61.05,2912.32,4,One year,No,Electronic check,No,No,Yes,0
35,43.01,1578.12,9,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
68,60.61,4092.08,5,Month-to-month,No,Credit card,Yes,Yes,Yes,0
69,102.62,7071.45,3,Two year,Fiber optic,Electronic check,No,No,No,0
1,42.76,151.32,2,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
68,72.44,4998.14,4,Two year,DSL,Credit card,No,Yes,No,0
12,100.61,1123.7,6,Two year,No,Mailed check,No,No,No,1
60,55.35,3340.36,10,Two year,Fiber optic,Credit card,Yes,No,Yes,0
27,84.22,2273.97,5,Month-to-month,No,Bank transfer,No,No,Yes,1
56,44.56,2536.68,1,Month-to-month,DSL,Credit card,Yes,No,No,0
23,30.93,674.14,0,Month-to-month,Fiber optic,Electronic check,No,No,No,1
25,99.44,2444.02,4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
21,29.9,594.1,4,Month-to-month,DSL,Credit card,No,Yes,Yes,0
61,47.14,2846.94,5,One year,DSL,Electronic check,Yes,Yes,Yes,0
63,105.51,6687.9,2,Two year,DSL,Credit card,Yes,No,Yes,0
52,54.65,2782.74,0,Two year,Fiber optic,Bank transfer,Yes,No,No,0
25,117.3,2901.37,3,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
55,117.97,6398.9,3,One year,DSL,Credit card,Yes,Yes,Yes,0
46,46.83,2204.54,9,Month-to-month,DSL,Bank transfer,No,No,No,1
32,24.1,834.75,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
55,90.51,4961.7,7,Two year,DSL,Mailed check,No,No,Yes,0
5,65.1,310.6,5,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
36,30.08,1105.54,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
49,90.75,4520.47,0,Two year,Fiber optic,Mailed check,No,Yes,Yes,0
58,23.12,1361.39,10,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,0
39,107.02,4138.9,2,Two year,DSL,Mailed check,Yes,No,No,0
61,33.87,1985.13,7,Month-to-month,DSL,Bank transfer,No,No,Yes,0
9,32.73,238.81,3,Two year,No,Electronic check,Yes,Yes,Yes,1
6,37.57,229.08,2,Month-to-month,No,Electronic check,Yes,No,No,1
35,116.03,4028.28,10,Month-to-month,Fiber optic,Mailed check,Yes,No,No,1
39,89.32,3493.23,3,Month-to-month,DSL,Credit card,No,Yes,Yes,1
22,100.14,2175.43,10,One year,Fiber optic,Credit card,No,Yes,Yes,1
41,59.76,2397.25,3,Two year,No,Mailed check,No,No,Yes,0
5,53.63,209.3,1,One year,Fiber optic,Electronic check,Yes,Yes,Yes,1
42,43.45,1903.02,3,Two year,No,Mailed check,Yes,Yes,Yes,0
67,68.06,4604.47,10,Two year,DSL,Electronic check,No,No,Yes,0
30,75.18,2341.93,8,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
57,83.18,4768.26,3,One year,Fiber optic,Bank transfer,Yes,No,No,0
29,45.71,1304.09,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,0
37,114.87,4316.36,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
13,36.98,479.09,0,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
32,116.57,3741.28,4,Month-to-month,No,Electronic check,No,Yes,Yes,1
46,21.49,986.4,5,One year,No,Bank transfer,No,No,No,0
23,68.11,1419.18,5,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
45,53.34,2480.54,5,One year,Fiber optic,Electronic check,Yes,Yes,Yes,0
17,64.91,1128.02,8,Two year,No,Mailed check,Yes,Yes,No,1
66,77.07,5103.11,0,Month-to-month,DSL,Bank transfer,No,No,No,0
6,63.56,378.27,9,One year,Fiber optic,Credit card,Yes,Yes,No,1
18,61.48,1114.81,5,One year,DSL,Bank transfer,Yes,No,Yes,1
22,93.27,2022.08,7,Month-to-month,DSL,Bank transfer,Yes,No,No,1
33,88.59,2954.3,7,One year,No,Mailed check,No,No,Yes,1
30,103.33,3034.55,2,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
32,45.0,1449.3,4,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,1
42,80.95,3427.98,9,Month-to-month,DSL,Mailed check,No,No,No,1
10,78.52,775.27,3,Month-to-month,DSL,Credit card,Yes,Yes,No,1
36,56.97,2069.46,0,Month-to-month,No,Mailed check,No,No,No,0
34,68.61,2283.17,8,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
28,51.38,1390.35,4,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
11,34.18,387.82,1,Two year,No,Credit card,No,Yes,No,0
39,41.38,1647.75,1,Two year,Fiber optic,Mailed check,No,Yes,No,0
47,30.55,1342.11,10,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
19,88.31,1703.99,6,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
15,86.07,1263.89,3,Month-to-month,DSL,Electronic check,No,Yes,No,1
28,115.06,3212.04,0,Two year,Fiber optic,Electronic check,No,No,No,0
24,92.97,2164.3,4,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,1
72,25.2,1771.82,1,Month-to-month,DSL,Credit card,No,No,Yes,0
9,108.42,1024.09,6,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
47,106.27,4996.33,8,One year,Fiber optic,Mailed check,Yes,Yes,No,0
33,64.33,2103.75,0,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
62,78.59,4866.76,1,Month-to-month,DSL,Mailed check,No,No,Yes,0
19,117.61,2259.05,10,One year,No,Mailed check,No,No,No,1
67,73.23,4928.43,5,One year,No,Bank transfer,No,No,No,0
40,110.53,4417.45,7,One year,DSL,Bank transfer,No,No,No,1
47,28.3,1384.75,6,Month-to-month,No,Mailed check,Yes,No,No,0
65,39.11,2590.67,8,One year,Fiber optic,Credit card,No,Yes,No,0
29,64.08,1878.99,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,1
50,78.48,3926.73,8,Month-to-month,No,Credit card,Yes,Yes,No,0
13,101.62,1353.93,3,Month-to-month,DSL,Mailed check,No,Yes,No,1
1,118.83,134.54,10,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
34,58.89,2055.3,2,Month-to-month,DSL,Bank transfer,Yes,No,Yes,0
48,24.74,1232.5,6,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,0
48,100.12,4754.85,4,Month-to-month,DSL,Bank transfer,No,No,No,0
49,80.44,3887.26,4,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,0
64,39.85,2515.34,1,One year,DSL,Mailed check,No,No,No,0
61,69.48,4287.09,5,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,0
29,94.23,2653.85,5,Two year,DSL,Electronic check,Yes,No,Yes,0
39,97.04,3804.3,3,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
26,69.96,1837.09,4,Month-to-month,DSL,Electronic check,Yes,No,No,1
17,50.52,916.97,6,Month-to-month,Fiber optic,Credit card,No,No,No,1
71,117.37,8342.29,7,One year,No,Electronic check,Yes,Yes,Yes,0
13,86.34,1055.26,5,One year,DSL,Electronic check,No,No,Yes,1
69,60.82,4148.61,4,Two year,Fiber optic,Credit card,No,No,Yes,0
26,48.05,1190.2,2,Month-to-month,No,Credit card,Yes,No,Yes,1
49,93.11,4535.49,6,Month-to-month,No,Electronic check,Yes,Yes,Yes,0
67,44.22,2953.59,7,One year,Fiber optic,Credit card,No,No,No,0
7,37.17,201.92,2,One year,DSL,Electronic check,No,No,No,1
58,72.98,4306.37,4,Two year,DSL,Electronic check,No,No,Yes,0
49,49.0,2334.74,10,Month-to-month,Fiber optic,Credit card,Yes,No,No,0
53,82.89,4460.48,1,One year,Fiber optic,Electronic check,No,No,No,0
65,31.79,2125.61,9,Month-to-month,Fiber optic,Electronic check,Yes,No,No,0
62,85.49,5345.3,9,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
17,48.33,786.92,3,Month-to-month,DSL,Bank transfer,Yes,Yes,No,1
43,20.02,877.98,3,One year,DSL,Electronic check,Yes,No,Yes,0
25,32.69,753.38,7,One year,No,Credit card,No,Yes,No,1
3,113.36,385.63,2,Month-to-month,No,Bank transfer,Yes,No,No,1
29,106.74,3091.76,4,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,1
32,43.36,1367.05,10,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
26,97.84,2482.65,4,Month-to-month,No,Credit card,Yes,Yes,No,1
16,80.86,1169.88,1,Month-to-month,DSL,Electronic check,No,No,Yes,1
25,117.09,2875.32,8,Month-to-month,Fiber optic,Electronic check,No,No,No,1
54,57.36,3153.08,3,One year,DSL,Mailed check,No,No,No,0
28,88.15,2448.06,8,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
56,26.35,1467.13,8,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
65,59.62,3908.08,1,Two year,No,Electronic check,Yes,Yes,No,0
41,116.38,4861.86,8,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
51,73.9,3835.15,8,One year,No,Electronic check,Yes,No,No,0
71,48.79,3415.47,1,Month-to-month,Fiber optic,Credit card,No,No,No,0
29,32.03,831.74,10,Two year,Fiber optic,Bank transfer,No,No,Yes,1
19,90.35,1834.63,5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
66,84.49,5689.79,8,One year,DSL,Electronic check,No,Yes,No,0
41,57.39,2362.41,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
45,115.09,5115.53,1,Two year,No,Electronic check,Yes,No,Yes,0
15,22.22,381.46,6,Month-to-month,DSL,Mailed check,No,Yes,Yes,1
3,50.37,145.71,8,Month-to-month,DSL,Credit card,No,Yes,Yes,1
11,112.11,1227.56,5,Month-to-month,DSL,Credit card,No,Yes,No,1
53,52.09,2805.49,10,Two year,No,Credit card,Yes,No,No,0
46,45.23,2097.3,10,One year,DSL,Mailed check,No,Yes,Yes,0
30,73.42,2143.31,3,Month-to-month,DSL,Bank transfer,Yes,Yes,No,1
57,102.38,5819.42,0,Month-to-month,DSL,Electronic check,Yes,No,No,1
18,30.31,578.64,3,Month-to-month,DSL,Credit card,No,Yes,Yes,1
51,114.3,5854.81,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,0
48,99.51,4789.58,6,Month-to-month,No,Electronic check,No,Yes,Yes,1
66,38.13,2563.25,10,Two year,DSL,Electronic check,No,Yes,No,0
8,91.2,711.51,10,One year,DSL,Credit card,No,No,No,1
22,58.5,1295.93,9,Two year,No,Bank transfer,No,Yes,Yes,1
6,60.23,192.6,4,Month-to-month,No,Credit card,No,No,Yes,1
57,98.33,5582.33,2,One year,DSL,Electronic check,No,Yes,Yes,0
36,116.28,4224.28,1,Month-to-month,DSL,Credit card,No,No,No,1
57,32.67,1842.67,1,Month-to-month,No,Electronic check,No,No,No,0
49,62.06,3017.63,4,Month-to-month,Fiber optic,Credit card,No,No,Yes,0
45,68.09,3011.98,7,Month-to-month,No,Electronic check,Yes,No,No,1
66,57.63,3853.75,7,Two year,DSL,Credit card,Yes,Yes,No,0
45,56.32,2561.82,4,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,0
20,25.23,545.87,1,Two year,Fiber optic,Bank transfer,No,No,No,1
64,88.55,5580.89,3,One year,No,Electronic check,No,No,Yes,0
67,63.62,4254.52,6,Month-to-month,No,Electronic check,Yes,Yes,Yes,0
3,39.48,104.43,5,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,1
54,101.6,5472.37,9,Month-to-month,Fiber optic,Mailed check,No,No,No,1
64,100.26,6385.84,6,Month-to-month,DSL,Electronic check,No,No,Yes,1
40,68.64,2728.29,4,One year,No,Electronic check,Yes,No,No,0
59,49.85,2983.63,1,Two year,Fiber optic,Electronic check,No,No,No,0
55,83.81,4513.91,7,Month-to-month,No,Electronic check,Yes,Yes,No,1
62,48.82,3115.7,1,Two year,DSL,Electronic check,No,No,No,0
4,43.6,198.59,7,Month-to-month,DSL,Bank transfer,No,No,Yes,1
60,93.05,5580.88,6,Month-to-month,DSL,Bank transfer,No,No,No,1
30,24.03,766.24,2,Month-to-month,DSL,Electronic check,Yes,Yes,No,1
2,29.48,0.0,3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
62,20.68,1248.92,6,Month-to-month,No,Bank transfer,Yes,Yes,Yes,0
49,35.29,1723.16,3,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
9,26.9,310.38,8,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
31,119.58,3704.66,6,Month-to-month,No,Mailed check,No,No,Yes,1
61,48.88,3004.18,0,Month-to-month,No,Credit card,No,No,No,0
48,34.93,1647.16,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,0
25,44.1,1126.84,3,Month-to-month,DSL,Mailed check,Yes,No,Yes,1
36,113.61,4173.82,8,One year,DSL,Bank transfer,No,Yes,No,1
8,72.02,625.94,3,Two year,Fiber optic,Mailed check,No,No,No,1
58,56.48,3271.77,4,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,0
45,107.34,4864.07,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
62,59.5,3717.88,1,One year,Fiber optic,Credit card,No,No,Yes,0
39,53.5,2111.83,10,Month-to-month,No,Credit card,Yes,Yes,No,1
58,40.73,2417.94,3,One year,No,Bank transfer,No,Yes,Yes,0
64,57.78,3753.14,3,Month-to-month,No,Mailed check,No,Yes,Yes,0
44,51.67,2267.12,10,Month-to-month,No,Bank transfer,No,No,No,1
29,87.73,2576.26,9,Month-to-month,DSL,Mailed check,No,No,Yes,1
59,48.96,2869.49,5,Month-to-month,DSL,Credit card,No,No,Yes,0
71,77.72,5471.97,5,One year,Fiber optic,Mailed check,Yes,Yes,No,0
9,26.59,225.84,7,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,1
6,39.13,230.97,8,Two year,Fiber optic,Electronic check,No,No,Yes,1
29,60.74,1678.38,0,Month-to-month,DSL,Credit card,No,Yes,Yes,0
58,113.69,6637.04,0,Two year,No,Bank transfer,Yes,No,No,0
17,57.73,843.04,5,Month-to-month,DSL,Credit card,No,No,No,1
16,86.41,1518.3,3,Month-to-month,No,Credit card,Yes,No,No,1
3,45.51,211.62,10,One year,Fiber optic,Credit card,Yes,No,No,1
21,32.7,673.65,3,Month-to-month,DSL,Electronic check,Yes,Yes,No,1
64,25.85,1654.87,0,Two year,DSL,Bank transfer,Yes,No,Yes,0
36,50.54,1834.59,8,Month-to-month,DSL,Electronic check,No,Yes,No,1
62,35.77,2188.28,10,One year,DSL,Electronic check,Yes,No,Yes,0
42,37.4,1580.43,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,0
42,96.08,4028.16,4,One year,DSL,Mailed check,No,No,Yes,0
61,21.58,1311.67,9,One year,No,Electronic check,No,Yes,Yes,0
13,75.78,994.21,0,One year,DSL,Bank transfer,Yes,No,Yes,1
11,57.95,571.77,7,Month-to-month,DSL,Bank transfer,No,No,No,1
54,70.65,3817.08,2,Two year,No,Electronic check,Yes,No,Yes,0
16,76.28,1228.65,0,Two year,Fiber optic,Electronic check,Yes,No,No,1
8,51.34,417.16,9,Two year,Fiber optic,Bank transfer,Yes,No,No,1
59,49.51,2910.3,5,One year,DSL,Electronic check,No,No,Yes,0
57,93.34,5377.27,0,Month-to-month,DSL,Credit card,No,No,No,0
40,107.13,4267.52,2,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,0
59,39.26,2327.71,4,Two year,Fiber optic,Electronic check,Yes,No,Yes,0
2,29.76,124.38,3,Two year,DSL,Credit card,Yes,No,No,1
10,109.78,1093.83,6,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
44,54.99,2430.28,5,Month-to-month,No,Bank transfer,No,No,No,1
11,75.13,821.61,2,Two year,DSL,Bank transfer,No,No,No,1
2,55.95,173.77,10,Month-to-month,No,Bank transfer,No,Yes,Yes,1
50,32.58,1616.11,7,Month-to-month,DSL,Bank transfer,No,Yes,No,0
12,78.93,1011.33,7,Two year,No,Credit card,Yes,No,No,1
23,72.51,1662.55,1,Two year,No,Credit card,Yes,No,No,0
18,40.3,682.43,6,Two year,DSL,Credit card,Yes,Yes,Yes,1
62,65.19,4075.75,0,Month-to-month,No,Bank transfer,No,No,No,0
62,99.69,6165.55,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
38,79.04,3034.55,7,One year,DSL,Electronic check,No,Yes,No,0
67,29.69,1852.76,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,0
38,74.8,2842.66,1,Month-to-month,No,Electronic check,Yes,No,No,1
67,90.27,6025.11,0,Two year,No,Electronic check,Yes,Yes,Yes,0
61,99.27,6002.31,4,Two year,DSL,Bank transfer,No,Yes,No,0
1,82.91,55.25,6,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,1
45,35.27,1558.46,5,Month-to-month,DSL,Credit card,No,Yes,Yes,1
28,91.02,2546.16,5,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
21,87.73,1773.96,5,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
13,22.44,307.53,7,Month-to-month,DSL,Mailed check,Yes,No,Yes,1
27,61.17,1719.9,4,Month-to-month,Fiber optic,Mailed check,Yes,No,No,1
7,53.3,387.15,9,Month-to-month,No,Electronic check,Yes,Yes,No,1
22,86.94,1953.13,6,Two year,Fiber optic,Bank transfer,No,No,Yes,1
53,41.61,2260.06,2,Month-to-month,No,Mailed check,No,Yes,No,0
4,79.09,378.18,8,One year,DSL,Credit card,Yes,No,Yes,1
23,111.32,2653.87,9,One year,No,Electronic check,Yes,Yes,No,1
70,99.78,6959.64,2,One year,DSL,Mailed check,Yes,No,No,0
33,112.15,3665.03,5,Two year,Fiber optic,Electronic check,No,Yes,No,1
28,117.85,3338.97,2,One year,Fiber optic,Bank transfer,No,No,No,1
8,21.07,203.97,0,Two year,No,Electronic check,Yes,Yes,No,0
1,82.27,121.05,0,Month-to-month,DSL,Bank transfer,No,Yes,No,1
37,61.28,2361.82,2,One year,Fiber optic,Credit card,Yes,No,No,0
63,105.99,6677.94,3,Month-to-month,Fiber optic,Electronic check,No,No,No,1
22,45.18,1015.27,1,Two year,DSL,Credit card,Yes,No,Yes,0
70,118.1,8217.98,8,Month-to-month,Fiber optic,Credit card,Yes,No,No,0
21,81.37,1815.54,10,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,1
35,99.35,3460.42,7,One year,Fiber optic,Electronic check,Yes,No,No,1
5,28.56,127.39,2,Month-to-month,DSL,Credit card,Yes,No,No,1
60,38.35,2283.66,6,One year,DSL,Credit card,No,Yes,No,0
46,95.84,4376.4,3,Two year,No,Mailed check,Yes,No,No,0
50,22.2,1073.53,4,Two year,Fiber optic,Credit card,No,No,Yes,0
48,101.69,4854.93,3,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
6,21.39,60.05,8,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,1
56,85.71,4760.49,10,One year,DSL,Electronic check,Yes,Yes,Yes,0
59,56.51,3431.54,6,One year,Fiber optic,Credit card,No,No,No,0
29,81.15,2390.13,3,One year,DSL,Bank transfer,Yes,No,No,1
71,89.6,6407.9,7,One year,No,Electronic check,No,No,No,0
18,54.25,1035.36,1,One year,No,Electronic check,No,No,No,1
2,30.8,153.31,6,Month-to-month,No,Electronic check,No,Yes,Yes,1
8,26.96,127.11,10,One year,Fiber optic,Credit card,Yes,Yes,Yes,1
54,78.89,4198.57,0,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
38,72.07,2698.47,7,Month-to-month,No,Bank transfer,No,No,Yes,1
48,94.22,4499.07,5,One year,Fiber optic,Electronic check,Yes,Yes,Yes,0
27,70.97,1901.16,4,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
20,62.24,1222.45,8,One year,Fiber optic,Credit card,No,Yes,Yes,1
12,59.81,728.69,8,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
43,22.64,975.28,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,0
61,53.56,3231.02,8,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,0
31,117.6,3536.82,8,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,1
61,107.36,6499.32,1,Month-to-month,No,Bank transfer,Yes,No,Yes,0
67,52.94,3519.52,4,One year,Fiber optic,Bank transfer,Yes,No,No,0
35,78.78,2744.95,10,One year,Fiber optic,Electronic check,No,No,No,1
15,104.73,1514.47,1,Month-to-month,DSL,Electronic check,No,No,Yes,1
16,64.13,1001.54,0,Two year,No,Electronic check,No,No,Yes,1
13,21.8,226.85,6,Two year,DSL,Bank transfer,Yes,No,No,1
35,27.45,954.46,3,Two year,Fiber optic,Electronic check,No,Yes,Yes,0
59,71.04,4137.71,4,One year,No,Bank transfer,No,No,Yes,0
21,116.94,2413.29,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
54,89.32,4757.85,5,Month-to-month,DSL,Credit card,No,Yes,Yes,0
30,27.09,805.02,10,One year,DSL,Credit card,No,No,Yes,1
48,38.94,1825.8,1,Month-to-month,No,Credit card,No,Yes,Yes,0
35,97.13,3444.89,7,One year,DSL,Credit card,Yes,No,Yes,1
38,104.14,3977.61,3,Month-to-month,DSL,Credit card,No,No,Yes,1
31,81.77,2531.38,7,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
24,84.44,1986.69,2,One year,Fiber optic,Bank transfer,Yes,Yes,No,1
49,22.83,1137.7,10,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
32,102.85,3325.74,4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
55,98.83,5442.78,2,Two year,No,Credit card,No,Yes,No,0
58,45.9,2742.39,6,Month-to-month,No,Mailed check,No,No,No,0
3,90.87,295.59,2,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,1
69,41.49,2908.49,7,Month-to-month,DSL,Credit card,Yes,Yes,No,0
10,24.03,246.98,8,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
25,40.11,1036.53,1,Month-to-month,Fiber optic,Credit card,No,No,No,1
68,37.86,2534.64,2,One year,Fiber optic,Electronic check,Yes,No,Yes,0
61,53.77,3257.05,6,Two year,DSL,Electronic check,No,No,Yes,1
29,61.84,1810.83,4,Two year,Fiber optic,Bank transfer,No,No,No,1
19,70.85,1363.25,9,Month-to-month,No,Bank transfer,No,No,Yes,1
43,67.68,2935.62,6,One year,Fiber optic,Electronic check,No,No,No,1
66,47.07,3161.64,1,Two year,Fiber optic,Bank transfer,Yes,No,Yes,0
61,22.92,1326.87,3,Month-to-month,Fiber optic,Mailed check,Yes,No,No,0
43,80.51,3413.21,0,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
25,59.57,1500.73,4,Two year,Fiber optic,Credit card,No,Yes,Yes,0
20,49.87,961.18,7,One year,DSL,Credit card,No,No,No,1
48,106.69,5290.01,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
24,94.67,2297.87,6,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
